"Colorado Medicaid Fee Schedule January 1, 2014",,,,,,,,,,,,
"The reimbursement rates listed in this fee schedule are valid for services rendered on or after January 1, 2014  Please refer to the Fee Schedule Instructions on the website for an explaination of each field",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
CPT or HCPCS Procedure Code,Procedure Code Modifier,Base Value,Conversion Factor,Total CO Medicaid Allowable (Base Value x Conversion Factor),Min Age,Max Age,Post Op Days,Prior Authorization Needed,,,,
0273T,,,,Not a benefit ,,,,,,,,
0274T,,,,Not a benefit ,,,,,,,,
0275T,,,,Not a benefit ,,,,,,,,
0278T,,,,Not a benefit ,,,,,,,,
0281T,,,,Code is manually priced,000,999,000,No,,,,
0282T,,,,Code is manually priced,000,999,000,Yes,,,,
0283T,,,,Code is manually priced,000,999,000,Yes,,,,
0284T,,,,Code is manually priced,000,999,000,No,,,,
0285T,,,,Code is manually priced,000,999,000,No,,,,
0287T,,,,Code is manually priced,000,999,000,Yes,,,,
0288T,,,,Not a benefit ,,,,,,,,
0289T,,,,Not a benefit ,,,,,,,,
0290T,,,,Not a benefit ,,,,,,,,
0302T,,,,Not a benefit ,,,,,,,,
0303T,,,,Not a benefit ,,,,,,,,
0304T,,,,Not a benefit ,,,,,,,,
0305T,,,,Not a benefit ,,,,,,,,
0306T,,,,Not a benefit ,,,,,,,,
0307T,,,,Not a benefit ,,,,,,,,
0308T,,,,Not a benefit ,,,,,,,,
0309T,,,,Not a benefit ,,,,,,,,
0310T,,,,Not a benefit ,,,,,,,,
0311T,,,,Not a benefit ,,,,,,,,
0312T,,,,Not a benefit ,,,,,,,,
0313T,,,,Not a benefit ,,,,,,,,
0314T,,,,Not a benefit ,,,,,,,,
0315T,,,,Not a benefit ,,,,,,,,
0316T,,,,Not a benefit ,,,,,,,,
0317T,,,,Not a benefit ,,,,,,,,
0319T,,,,Not a benefit ,,,,,,,,
0320T,,,,Not a benefit ,,,,,,,,
0321T,,,,Not a benefit ,,,,,,,,
0322T,,,,Not a benefit ,,,,,,,,
0323T,,,,Not a benefit ,,,,,,,,
0324T,,,,Not a benefit ,,,,,,,,
0325T,,,,Not a benefit ,,,,,,,,
0326T,,,,Not a benefit ,,,,,,,,
0327T,,,,Not a benefit ,,,,,,,,
0328T,,,,Not a benefit ,,,,,,,,
0329T,,,,Not a benefit ,,,,,,,,
0330T,,,,Not a benefit ,,,,,,,,
0331T,,,,Not a benefit ,,,,,,,,
0332T,,,,Not a benefit ,,,,,,,,
0333T,,,,Not a benefit ,,,,,,,,
0334T,,,,Not a benefit ,,,,,,,,
0335T,,,,Not a benefit ,,,,,,,,
0336T,,,,Not a benefit ,,,,,,,,
0337T,,,,Not a benefit ,,,,,,,,
0338T,,,,Not a benefit ,,,,,,,,
0339T,,,,Not a benefit ,,,,,,,,
0340T,,,,Not a benefit ,,,,,,,,
0341T,,,,Not a benefit ,,,,,,,,
0342T,,,,Not a benefit ,,,,,,,,
0343T,,,,Not a benefit ,,,,,,,,
0344T,,,,Not a benefit ,,,,,,,,
0345T,,,,Not a benefit ,,,,,,,,
0346T,,,,Not a benefit ,,,,,,,,
0500F,,,,Not a benefit ,,,,,,,,
0501F,,,,Not a benefit ,,,,,,,,
0502F,,,,Not a benefit ,,,,,,,,
0503F,,,,Not a benefit ,,,,,,,,
0505F,,,,Not a benefit ,,,,,,,,
0507F,,,,Not a benefit ,,,,,,,,
0509F,,,,Not a benefit ,,,,,,,,
0513F,,,,Not a benefit ,,,,,,,,
0514F,,,,Not a benefit ,,,,,,,,
0516F,,,,Not a benefit ,,,,,,,,
0517F,,,,Not a benefit ,,,,,,,,
0518F,,,,Not a benefit ,,,,,,,,
0519F,,,,Not a benefit ,,,,,,,,
0520F,,,,Not a benefit ,,,,,,,,
0521F,,,,Not a benefit ,,,,,,,,
0525F,,,,Not a benefit ,,,,,,,,
0526F,,,,Not a benefit ,,,,,,,,
0528F,,,,Not a benefit ,,,,,,,,
0529F,,,,Not a benefit ,,,,,,,,
0535F,,,,Not a benefit ,,,,,,,,
0540F,,,,Not a benefit ,,,,,,,,
0545F,,,,Not a benefit ,,,,,,,,
0551F,,,,Not a benefit ,,,,,,,,
0555F,,,,Not a benefit ,,,,,,,,
0556F,,,,Not a benefit ,,,,,,,,
0557F,,,,Not a benefit ,,,,,,,,
0575F,,,,Not a benefit ,,,,,,,,
0580F,,,,Not a benefit ,,,,,,,,
0581F,,,,Not a benefit ,,,,,,,,
0582F,,,,Not a benefit ,,,,,,,,
0583F,,,,Not a benefit ,,,,,,,,
0584F,,,,Not a benefit ,,,,,,,,
1000F,,,,Not a benefit ,,,,,,,,
10021,,1.91,33.11,$63.24,000,999,000,No,,,,
10022,26,1.44,33.11,$47.68,000,999,000,No,,,,
10022,TC,0.52,33.11,$17.22,000,999,000,No,,,,
10022,,1.96,33.11,$64.90,000,999,000,No,,,,
1002F,,,,Not a benefit ,,,,,,,,
1003F,,,,Not a benefit ,,,,,,,,
10040,,0.20,33.11,$6.62,000,999,010,No,,,,
1004F,,,,Not a benefit ,,,,,,,,
1005F,,,,Not a benefit ,,,,,,,,
10030,,,,Not a benefit ,,,,,,,,
10060,,0.75,33.11,$24.83,000,999,000,No,,,,
10061,,1.20,33.11,$39.73,000,999,000,No,,,,
1006F,,,,Not a benefit ,,,,,,,,
1007F,,,,Not a benefit ,,,,,,,,
10080,,0.80,33.11,$26.49,000,999,010,No,,,,
10081,,1.20,33.11,$39.73,000,999,010,No,,,,
1008F,,,,Not a benefit ,,,,,,,,
1010F,,,,Not a benefit ,,,,,,,,
1011F,,,,Not a benefit ,,,,,,,,
10120,,0.80,33.11,$26.49,000,999,000,No,,,,
10121,,1.20,33.11,$39.73,000,999,010,No,,,,
1012F,,,,Not a benefit ,,,,,,,,
10140,,0.80,33.11,$26.49,000,999,000,No,,,,
1015F,,,,Not a benefit ,,,,,,,,
10160,,0.50,33.11,$16.56,000,999,000,No,,,,
10180,,0.90,33.11,$29.80,000,999,010,No,,,,
1018F,,,,Not a benefit ,,,,,,,,
1019F,,,,Not a benefit ,,,,,,,,
1022F,,,,Not a benefit ,,,,,,,,
1026F,,,,Not a benefit ,,,,,,,,
1030F,,,,Not a benefit ,,,,,,,,
1031F,,,,Not a benefit ,,,,,,,,
1032F,,,,Not a benefit ,,,,,,,,
1033F,,,,Not a benefit ,,,,,,,,
1034F,,,,Not a benefit ,,,,,,,,
1035F,,,,Not a benefit ,,,,,,,,
1036F,,,,Not a benefit ,,,,,,,,
1038F,,,,Not a benefit ,,,,,,,,
1039F,,,,Not a benefit ,,,,,,,,
1040F,,,,Not a benefit ,,,,,,,,
1050F,,,,Not a benefit ,,,,,,,,
1055F,,,,Not a benefit ,,,,,,,,
1060F,,,,Not a benefit ,,,,,,,,
1061F,,,,Not a benefit ,,,,,,,,
1065F,,,,Not a benefit ,,,,,,,,
1066F,,,,Not a benefit ,,,,,,,,
1070F,,,,Not a benefit ,,,,,,,,
1071F,,,,Not a benefit ,,,,,,,,
1090F,,,,Not a benefit ,,,,,,,,
1091F,,,,Not a benefit ,,,,,,,,
11000,,0.60,33.11,$19.87,000,999,000,No,,,,
11001,,0.20,33.11,$6.62,000,999,000,No,,,,
11004,,11.88,33.11,$393.35,000,999,000,No,,,,
11005,,16.18,33.11,$535.72,000,999,000,No,,,,
11006,,14.89,33.11,$493.01,000,999,000,No,,,,
11008,,6.05,33.11,$200.32,000,999,000,No,,,,
1100F,,,,Not a benefit ,,,,,,,,
11010,,7.93,33.11,$262.56,000,999,010,No,,,,
11011,,8.83,33.11,$292.36,000,999,000,No,,,,
11012,,12.28,33.11,$406.59,000,999,000,No,,,,
1101F,,,,Not a benefit ,,,,,,,,
11042,,1.50,33.11,$49.67,000,999,000,No,,,,
11043,,2.00,33.11,$66.22,000,999,010,No,,,,
11044,,2.00,33.11,$66.22,000,999,010,No,,,,
11045,,0.69,33.11,$22.85,000,999,000,No,,,,
11046,,1.21,33.11,$40.06,000,999,000,No,,,,
11047,,1.98,33.11,$65.56,000,999,000,No,,,,
11055,,0.41,33.11,$13.58,000,999,000,No,,,,
11056,,0.58,33.11,$19.20,000,999,000,No,,,,
11057,,0.60,33.11,$19.87,000,999,000,No,,,,
11100,,0.60,33.11,$19.87,000,999,000,No,,,,
11101,,0.30,33.11,$9.93,000,999,000,No,,,,
1110F,,,,Not a benefit ,,,,,,,,
1111F,,,,Not a benefit ,,,,,,,,
1116F,,,,Not a benefit ,,,,,,,,
1118F,,,,Not a benefit ,,,,,,,,
1119F,,,,Not a benefit ,,,,,,,,
11200,,0.60,33.11,$19.87,000,999,010,No,,,,
11201,,0.30,33.11,$9.93,000,999,000,No,,,,
1121F,,,,Not a benefit ,,,,,,,,
1123F,,,,Not a benefit ,,,,,,,,
1124F,,,,Not a benefit ,,,,,,,,
1125F,,,,Not a benefit ,,,,,,,,
1126F,,,,Not a benefit ,,,,,,,,
11300,,0.86,33.11,$28.47,000,999,000,No,,,,
11301,,1.16,33.11,$38.41,000,999,000,No,,,,
11302,,1.47,33.11,$48.67,000,999,000,No,,,,
11303,,2.18,33.11,$72.18,000,999,000,No,,,,
11305,,0.99,33.11,$32.78,000,999,000,No,,,,
11306,,1.17,33.11,$38.74,000,999,000,No,,,,
11307,,1.55,33.11,$51.32,000,999,000,No,,,,
11308,,2.50,33.11,$82.78,000,999,000,No,,,,
1130F,,,,Not a benefit ,,,,,,,,
11310,,0.99,33.11,$32.78,000,999,000,No,,,,
11311,,1.44,33.11,$47.68,000,999,000,No,,,,
11312,,1.76,33.11,$58.27,000,999,000,No,,,,
11313,,2.72,33.11,$90.06,000,999,000,No,,,,
1134F,,,,Not a benefit ,,,,,,,,
1135F,,,,Not a benefit ,,,,,,,,
1136F,,,,Not a benefit ,,,,,,,,
1137F,,,,Not a benefit ,,,,,,,,
11400,,2.12,33.11,$70.19,000,999,010,No,,,,
11401,,1.00,33.11,$33.11,000,999,010,No,,,,
11402,,1.20,33.11,$39.73,000,999,010,No,,,,
11403,,1.50,33.11,$49.67,000,999,010,No,,,,
11404,,1.80,33.11,$59.60,000,999,010,No,,,,
11406,,2.10,33.11,$69.53,000,999,010,No,,,,
11420,,0.80,33.11,$26.49,000,999,010,No,,,,
11421,,1.00,33.11,$33.11,000,999,010,No,,,,
11422,,1.40,33.11,$46.35,000,999,010,No,,,,
11423,,1.80,33.11,$59.60,000,999,010,No,,,,
11424,,2.20,33.11,$72.84,000,999,010,No,,,,
11426,,2.60,33.11,$86.09,000,999,010,No,,,,
11440,,1.00,33.11,$33.11,000,999,010,No,,,,
11441,,1.40,33.11,$46.35,000,999,010,No,,,,
11442,,1.80,33.11,$59.60,000,999,010,No,,,,
11443,,2.20,33.11,$72.84,000,999,010,No,,,,
11444,,2.60,33.11,$86.09,000,999,010,No,,,,
11446,,3.00,33.11,$99.33,000,999,010,No,,,,
11450,,8.32,33.11,$275.48,000,999,090,No,,,,
11451,,10.50,33.11,$347.66,000,999,090,No,,,,
11462,,7.00,33.11,$231.77,000,999,090,No,,,,
11463,,7.00,33.11,$231.77,000,999,090,No,,,,
11470,,7.00,33.11,$231.77,000,999,090,No,,,,
11471,,7.00,33.11,$231.77,000,999,090,No,,,,
1150F,,,,Not a benefit ,,,,,,,,
1151F,,,,Not a benefit ,,,,,,,,
1152F,,,,Not a benefit ,,,,,,,,
1153F,,,,Not a benefit ,,,,,,,,
1157F,,,,Not a benefit ,,,,,,,,
1158F,,,,Not a benefit ,,,,,,,,
1159F,,,,Not a benefit ,,,,,,,,
11600,,1.20,33.11,$39.73,000,999,010,No,,,,
11601,,1.60,33.11,$52.98,000,999,010,No,,,,
11602,,2.00,33.11,$66.22,000,999,010,No,,,,
11603,,2.40,33.11,$79.46,000,999,010,No,,,,
11604,,2.80,33.11,$92.71,000,999,010,No,,,,
11606,,3.20,33.11,$105.95,000,999,010,No,,,,
1160F,,,,Not a benefit ,,,,,,,,
11620,,2.00,33.11,$66.22,000,999,010,No,,,,
11621,,3.00,33.11,$99.33,000,999,010,No,,,,
11622,,4.00,33.11,$132.44,000,999,010,No,,,,
11623,,5.00,33.11,$165.55,000,999,010,No,,,,
11624,,6.00,33.11,$198.66,000,999,010,No,,,,
11626,,7.00,33.11,$231.77,000,999,010,No,,,,
11640,,3.00,33.11,$99.33,000,999,010,No,,,,
11641,,4.00,33.11,$132.44,000,999,010,No,,,,
11642,,5.00,33.11,$165.55,000,999,010,No,,,,
11643,,6.00,33.11,$198.66,000,999,010,No,,,,
11644,,7.00,33.11,$231.77,000,999,010,No,,,,
11646,,8.00,33.11,$264.88,000,999,010,No,,,,
1170F,,,,Not a benefit ,,,,,,,,
11719,,0.27,33.11,$8.94,000,999,000,No,,,,
11720,,0.57,33.11,$18.87,000,999,000,No,,,,
11721,,0.96,33.11,$31.79,000,999,000,No,,,,
11730,,0.80,33.11,$26.49,000,999,000,No,,,,
11732,,0.40,33.11,$13.24,000,999,000,No,,,,
11740,,0.60,33.11,$19.87,000,999,000,No,,,,
11750,,2.40,33.11,$79.46,000,999,000,No,,,,
11752,,4.80,33.11,$158.93,000,999,010,No,,,,
11755,,1.88,33.11,$62.25,000,999,000,No,,,,
1175F,,,,Not a benefit ,,,,,,,,
11760,,3.00,33.11,$99.33,000,999,010,No,,,,
11762,,3.00,33.11,$99.33,000,999,010,No,,,,
11765,,1.60,33.11,$52.98,000,999,010,No,,,,
11770,,2.00,33.11,$66.22,000,999,010,No,,,,
11771,,7.30,33.11,$241.70,000,999,090,No,,,,
11772,,8.00,33.11,$264.88,000,999,090,No,,,,
1180F,,,,Not a benefit ,,,,,,,,
1181F,,,,Not a benefit ,,,,,,,,
1182F,,,,Not a benefit ,,,,,,,,
1183F,,,,Not a benefit ,,,,,,,,
11900,,0.50,33.11,$16.56,000,999,000,No,,,,
11901,,0.10,33.11,$3.31,000,999,000,No,,,,
11920,,5.00,33.11,$165.55,000,999,000,No,,,,
11921,,10.00,33.11,$331.10,000,999,000,No,,,,
11922,,1.47,33.11,$48.67,000,999,000,No,,,,
11950,,1.62,33.11,$53.64,000,999,000,Yes,,,,
11951,,2.21,33.11,$73.17,000,999,000,Yes,,,,
11952,,2.92,33.11,$96.68,000,999,000,Yes,,,,
11954,,3.53,33.11,$116.88,000,999,000,Yes,,,,
11960,,12.00,33.11,$397.32,000,999,090,No,,,,
11970,,10.00,33.11,$331.10,000,999,090,No,,,,
11971,,5.00,33.11,$165.55,000,999,090,No,,,,
11976,,2.99,33.11,$99.00,010,999,000,No,,,,
11980,,2.45,33.11,$81.12,000,999,000,No,,,,
11981,,2.55,33.11,$84.43,000,999,000,No,,,,
11982,,2.91,33.11,$96.35,000,999,000,No,,,,
11983,,4.71,33.11,$155.95,000,999,000,No,,,,
12001,,1.00,33.11,$33.11,000,999,000,No,,,,
12002,,1.40,33.11,$46.35,000,999,010,No,,,,
12004,,1.80,33.11,$59.60,000,999,010,No,,,,
12005,,2.20,33.11,$72.84,000,999,010,No,,,,
12006,,2.60,33.11,$86.09,000,999,010,No,,,,
12007,,3.00,33.11,$99.33,000,999,010,No,,,,
1200F,,,,Not a benefit ,,,,,,,,
12011,,1.20,33.11,$39.73,000,999,000,No,,,,
12013,,1.60,33.11,$52.98,000,999,010,No,,,,
12014,,2.00,33.11,$66.22,000,999,010,No,,,,
12015,,2.40,33.11,$79.46,000,999,010,No,,,,
12016,,2.80,33.11,$92.71,000,999,010,No,,,,
12017,,3.20,33.11,$105.95,000,999,010,No,,,,
12018,,3.20,33.11,$105.95,000,999,010,No,,,,
12020,,2.84,33.11,$94.03,000,999,010,No,,,,
12021,,2.84,33.11,$94.03,000,999,010,No,,,,
12031,,1.20,33.11,$39.73,000,999,010,No,,,,
12032,,1.70,33.11,$56.29,000,999,010,No,,,,
12034,,2.20,33.11,$72.84,000,999,010,No,,,,
12035,,2.70,33.11,$89.40,000,999,010,No,,,,
12036,,3.20,33.11,$105.95,000,999,010,No,,,,
12037,,3.70,33.11,$122.51,000,999,010,No,,,,
12041,,1.40,33.11,$46.35,000,999,010,No,,,,
12042,,1.90,33.11,$62.91,000,999,010,No,,,,
12044,,2.40,33.11,$79.46,000,999,010,No,,,,
12045,,2.90,33.11,$96.02,000,999,010,No,,,,
12046,,3.40,33.11,$112.57,000,999,010,No,,,,
12047,,3.90,33.11,$129.13,000,999,010,No,,,,
12051,,1.60,33.11,$52.98,000,999,010,No,,,,
12052,,2.20,33.11,$72.84,000,999,010,No,,,,
12053,,2.80,33.11,$92.71,000,999,010,No,,,,
12054,,3.40,33.11,$112.57,000,999,010,No,,,,
12055,,4.00,33.11,$132.44,000,999,010,No,,,,
12056,,4.60,33.11,$152.31,000,999,010,No,,,,
12057,,5.20,33.11,$172.17,000,999,010,No,,,,
1205F,,,,Not a benefit ,,,,,,,,
1220F,,,,Not a benefit ,,,,,,,,
13100,,1.50,33.11,$49.67,000,999,010,No,,,,
13101,,3.20,33.11,$105.95,000,999,010,No,,,,
13102,,1.62,33.11,$53.64,000,999,000,No,,,,
13120,,3.00,33.11,$99.33,000,999,010,No,,,,
13121,,4.00,33.11,$132.44,000,999,010,No,,,,
13122,,1.89,33.11,$62.58,000,999,000,No,,,,
13131,,3.50,33.11,$115.89,000,999,010,No,,,,
13132,,4.70,33.11,$155.62,000,999,010,No,,,,
13133,,2.79,33.11,$92.38,000,999,000,No,,,,
13151,,4.00,33.11,$132.44,000,999,010,No,,,,
13152,,5.00,33.11,$165.55,000,999,010,No,,,,
13153,,3.07,33.11,$101.65,000,999,000,No,,,,
13160,,9.69,33.11,$320.84,000,999,090,No,,,,
14000,,7.00,33.11,$231.77,000,999,090,No,,,,
14001,,8.00,33.11,$264.88,000,999,090,No,,,,
1400F,,,,Not a benefit ,,,,,,,,
14020,,,,Not a Benefit,,,,,,,,
14021,,10.00,33.11,$331.10,000,999,090,No,,,,
14040,,11.41,33.11,$377.79,000,999,090,No,,,,
14041,,13.00,33.11,$430.43,000,999,090,No,,,,
14060,,14.00,33.11,$463.54,000,999,090,No,,,,
14061,,16.00,33.11,$529.76,000,999,090,No,,,,
14301,,17.83,33.11,$590.35,000,999,090,No,,,,
14302,,3.88,33.11,$128.47,000,999,000,No,,,,
14350,,8.00,33.11,$264.88,000,999,090,No,,,,
1450F,,,,Not a benefit ,,,,,,,,
1451F,,,,Not a benefit ,,,,,,,,
1460F,,,,Not a benefit ,,,,,,,,
1461F,,,,Not a benefit ,,,,,,,,
1490F,,,,Not a benefit ,,,,,,,,
1491F,,,,Not a benefit ,,,,,,,,
1493F,,,,Not a benefit ,,,,,,,,
1494F,,,,Not a benefit ,,,,,,,,
15002,,6.30,33.11,$208.59,000,999,000,No,,,,
15003,,1.40,33.11,$46.35,000,999,000,No,,,,
15004,,7.58,33.11,$250.97,000,999,000,No,,,,
15005,,2.33,33.11,$77.15,000,999,000,No,,,,
1500F,,,,Not a benefit ,,,,,,,,
1501F,,,,Not a benefit ,,,,,,,,
1502F,,,,Not a benefit ,,,,,,,,
1503F,,,,Not a benefit ,,,,,,,,
15040,,5.25,33.11,$173.83,000,999,000,No,,,,
1504F,,,,Not a benefit ,,,,,,,,
15050,,4.00,33.11,$132.44,000,999,090,No,,,,
1505F,,,,Not a benefit ,,,,,,,,
15100,,6.00,33.11,$198.66,000,999,090,No,,,,
15101,,1.80,33.11,$59.60,000,999,000,No,,,,
15110,,16.44,33.11,$544.33,000,999,090,No,,,,
15111,,2.59,33.11,$85.75,000,999,000,No,,,,
15115,,15.45,33.11,$511.55,000,999,090,No,,,,
15116,,3.36,33.11,$111.25,000,999,000,No,,,,
15120,,10.00,33.11,$331.10,000,999,090,No,,,,
15121,,3.00,33.11,$99.33,000,999,000,No,,,,
15130,,13.68,33.11,$452.94,000,999,090,No,,,,
15131,,2.12,33.11,$70.19,000,999,000,No,,,,
15135,,16.54,33.11,$547.64,000,999,090,No,,,,
15136,,1.97,33.11,$65.23,000,999,000,No,,,,
15150,,13.65,33.11,$451.95,000,999,090,No,,,,
15151,,2.73,33.11,$90.39,000,999,000,No,,,,
15152,,3.35,33.11,$110.92,000,999,000,No,,,,
15155,,13.67,33.11,$452.61,000,999,090,No,,,,
15156,,3.55,33.11,$117.54,000,999,000,No,,,,
15157,,3.93,33.11,$130.12,000,999,000,No,,,,
15200,,4.80,33.11,$158.93,000,999,090,No,,,,
15201,,2.00,33.11,$66.22,000,999,000,No,,,,
15220,,6.30,33.11,$208.59,000,999,090,No,,,,
15221,,3.00,33.11,$99.33,000,999,000,No,,,,
15240,,9.50,33.11,$314.55,000,999,090,No,,,,
15241,,4.00,33.11,$132.44,000,999,000,No,,,,
15260,,12.00,33.11,$397.32,000,999,090,No,,,,
15261,,5.18,33.11,$171.51,000,999,000,No,,,,
15271,,3.31,33.11,$109.59,000,999,000,No,,,,
15272,,0.62,33.11,$20.53,000,999,000,No,,,,
15273,,6.79,33.11,$224.82,000,999,000,No,,,,
15274,,1.60,33.11,$52.98,000,999,000,No,,,,
15275,,3.55,33.11,$117.54,000,999,000,No,,,,
15276,,0.77,33.11,$25.49,000,999,000,No,,,,
15277,,6.84,33.11,$226.47,000,999,000,No,,,,
15278,,1.88,33.11,$62.25,000,999,000,No,,,,
15570,,9.83,33.11,$325.47,000,999,090,No,,,,
15572,,9.90,33.11,$327.79,000,999,090,No,,,,
15574,,11.00,33.11,$364.21,000,999,090,No,,,,
15576,,8.50,33.11,$281.44,000,999,090,No,,,,
15600,,3.80,33.11,$125.82,000,999,090,No,,,,
15610,,4.40,33.11,$145.68,000,999,090,No,,,,
15620,,5.50,33.11,$182.11,000,999,090,No,,,,
15630,,7.00,33.11,$231.77,000,999,090,No,,,,
15650,,7.00,33.11,$231.77,000,999,090,No,,,,
15731,,20.86,33.11,$690.67,000,999,090,No,,,,
15732,,32.00,33.11,"$1,059.52",000,999,090,No,,,,
15734,,32.00,33.11,"$1,059.52",000,999,090,No,,,,
15736,,22.00,33.11,$728.42,000,999,090,No,,,,
15738,,22.00,33.11,$728.42,000,999,090,No,,,,
15740,,12.00,33.11,$397.32,000,999,090,No,,,,
15750,,10.00,33.11,$331.10,000,999,090,No,,,,
15756,,58.04,33.11,"$1,921.70",000,999,090,No,,,,
15757,,48.77,33.11,"$1,614.77",000,999,090,No,,,,
15758,,48.81,33.11,"$1,616.10",000,999,090,No,,,,
15760,,9.00,33.11,$297.99,000,999,090,No,,,,
15770,,12.00,33.11,$397.32,000,999,090,No,,,,
15775,,0.50,33.11,$16.56,000,999,000,No,,,,
15776,,0.30,33.11,$9.93,000,999,000,No,,,,
15777,,4.87,33.11,$161.25,000,999,000,No,,,,
15780,,10.00,33.11,$331.10,000,999,090,Yes,,,,
15781,,10.00,33.11,$331.10,000,999,090,Yes,,,,
15782,,5.00,33.11,$165.55,000,999,090,Yes,,,,
15783,,0.30,33.11,$9.93,000,999,090,Yes,,,,
15786,,0.30,33.11,$9.93,000,999,010,No,,,,
15787,,0.80,33.11,$26.49,000,999,000,No,,,,
15788,,3.57,33.11,$118.20,000,999,090,Yes,,,,
15789,,4.35,33.11,$144.03,000,999,090,Yes,,,,
15792,,2.32,33.11,$76.82,000,999,090,Yes,,,,
15793,,2.91,33.11,$96.35,000,999,090,Yes,,,,
15819,,12.76,33.11,$422.48,000,999,090,No,,,,
15820,,9.02,33.11,$298.65,000,999,090,No,,,,
15821,,10.02,33.11,$331.76,000,999,090,No,,,,
15822,,8.93,33.11,$295.67,000,999,090,No,,,,
15823,,10.00,33.11,$331.10,000,999,090,No,,,,
15824,,12.00,33.11,$397.32,000,999,000,Yes,,,,
15825,,22.24,33.11,$736.37,000,999,000,Yes,,,,
15826,,10.00,33.11,$331.10,000,999,000,Yes,,,,
15828,,32.00,33.11,"$1,059.52",000,999,000,Yes,,,,
15829,,27.08,33.11,$896.62,000,999,000,Yes,,,,
15830,,22.29,33.11,$738.02,000,999,090,Yes,,,,
15832,,21.69,33.11,$718.16,000,999,090,Yes,,,,
15833,,20.47,33.11,$677.76,000,999,090,Yes,,,,
15834,,20.37,33.11,$674.45,000,999,090,Yes,,,,
15835,,21.54,33.11,$713.19,000,999,090,Yes,,,,
15836,,18.00,33.11,$595.98,000,999,090,Yes,,,,
15837,,15.00,33.11,$496.65,000,999,090,Yes,,,,
15838,,8.00,33.11,$264.88,000,999,090,Yes,,,,
15839,,8.55,33.11,$283.09,000,999,090,Yes,,,,
15840,,24.00,33.11,$794.64,000,999,090,No,,,,
15841,,28.00,33.11,$927.08,000,999,090,No,,,,
15842,,35.00,33.11,"$1,158.85",000,999,090,No,,,,
15845,,23.18,33.11,$767.49,000,999,090,No,,,,
15847,,8.58,33.11,$284.08,000,999,000,Yes,,,,
15850,,,,Not a benefit ,,,,,,,,
15851,,0.40,33.11,$13.24,000,999,000,No,,,,
15852,,0.98,33.11,$32.45,000,999,000,No,,,,
15860,,2.54,33.11,$84.10,000,999,000,No,,,,
15876,,8.00,33.11,$264.88,000,999,000,Yes,,,,
15877,,16.00,33.11,$529.76,000,999,000,Yes,,,,
15878,,10.00,33.11,$331.10,000,999,000,Yes,,,,
15879,,16.70,33.11,$552.94,000,999,000,Yes,,,,
15920,,6.00,33.11,$198.66,000,999,090,No,,,,
15922,,8.50,33.11,$281.44,000,999,090,No,,,,
15931,,6.00,33.11,$198.66,000,999,090,No,,,,
15933,,6.00,33.11,$198.66,000,999,090,No,,,,
15934,,11.50,33.11,$380.77,000,999,090,No,,,,
15935,,13.50,33.11,$446.99,000,999,090,No,,,,
15936,,21.56,33.11,$713.85,000,999,090,No,,,,
